file,trajectory_format,system_messages,user_messages,assistant_messages,tool_messages,other_messages,total_messages,exit_status,api_calls,instance_cost,failed_tool_observations
data\minimax_m2_5_high_reasoning\trajectories\3b9f3fb9-6d44-455b-913f-aa462f16ba3c.json,docent-transcript-export,1,1,42,41,0,85,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3d24f152-a7f5-4773-8fc8-4aee50566afa.json,docent-transcript-export,1,1,75,74,0,151,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3da5f4e0-1fcd-405c-8071-20a79173b055.json,docent-transcript-export,1,1,32,31,0,65,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3e74752c-9c04-416d-8297-0c89c766111a.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3eb34a2b-c2bf-43da-9677-bc1f736aa998.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3eb9f172-c5a6-41f8-859c-4d23bed69054.json,docent-transcript-export,1,1,92,91,0,185,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3ee68fb3-1cbf-48f3-92ce-9eced8ad4cc0.json,docent-transcript-export,1,1,61,60,0,123,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3ef74444-7c7e-4e76-8062-f09f7008cb67.json,docent-transcript-export,1,1,55,54,0,111,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3f0dd64c-e83b-4718-9932-677b6c846a7d.json,docent-transcript-export,1,1,64,63,0,129,,,,0
data\minimax_m2_5_high_reasoning\trajectories\405239d9-48b7-43f9-ae9e-9835486f73b9.json,docent-transcript-export,1,1,27,26,0,55,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4057e598-b67f-4a98-8f4d-a93ca28b7c85.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4077b3a4-3d23-4191-b1d3-c5d862091634.json,docent-transcript-export,1,1,198,197,0,397,,,,0
data\minimax_m2_5_high_reasoning\trajectories\416a23dc-4cbb-413e-bc24-c5f07845a58b.json,docent-transcript-export,1,1,78,77,0,157,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4326eed5-7326-4e4f-9347-e8925282d9a9.json,docent-transcript-export,1,1,27,26,0,55,,,,0
data\minimax_m2_5_high_reasoning\trajectories\43bad265-4d7a-407b-9a63-18104b819a32.json,docent-transcript-export,1,1,92,91,0,185,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4468fe2c-8a17-4e9f-9f70-7274ae5e7026.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\minimax_m2_5_high_reasoning\trajectories\454d36db-b49f-4a8e-88cb-6e882508eaa4.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\minimax_m2_5_high_reasoning\trajectories\45b92d42-75e1-4da8-846b-22a4d5673baa.json,docent-transcript-export,1,1,23,22,0,47,,,,0
data\minimax_m2_5_high_reasoning\trajectories\45f65a7d-5f32-4e59-b22a-57c431d0a7ef.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\minimax_m2_5_high_reasoning\trajectories\466fc507-9704-463c-9ff8-d6d8544bb0e5.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\minimax_m2_5_high_reasoning\trajectories\47587284-a666-434a-b228-8f5019458358.json,docent-transcript-export,1,1,93,92,0,187,,,,0
data\minimax_m2_5_high_reasoning\trajectories\47602d68-f33e-457b-acf6-5bb5cb4fc129.json,docent-transcript-export,1,2,40,39,0,82,,,,0
data\minimax_m2_5_high_reasoning\trajectories\478e8ed2-bb0c-4929-88ee-fce2f23c14f6.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\minimax_m2_5_high_reasoning\trajectories\481185fe-1f4d-4ed3-8bbd-568758a33257.json,docent-transcript-export,1,1,36,35,0,73,,,,0
data\minimax_m2_5_high_reasoning\trajectories\48138c20-5c72-4781-8f2c-f5bac6e25431.json,docent-transcript-export,1,1,76,75,0,153,,,,0
data\minimax_m2_5_high_reasoning\trajectories\487aed8a-4bc3-424e-9ada-272635f9bc41.json,docent-transcript-export,1,1,80,79,0,161,,,,0
data\minimax_m2_5_high_reasoning\trajectories\48a233d1-b5e6-44fb-9a0f-dce8fad66721.json,docent-transcript-export,1,1,141,140,0,283,,,,0
data\minimax_m2_5_high_reasoning\trajectories\48e4c9ce-74a9-49bf-afb2-8a7e8f0519dd.json,docent-transcript-export,1,1,129,128,0,259,,,,0
data\minimax_m2_5_high_reasoning\trajectories\49b54159-a040-4c68-8195-6876baa9dfa3.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4b67bb95-c636-4116-a136-099f3f68567f.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4b7f2e8a-b430-4069-8ba2-03336188b566.json,docent-transcript-export,1,1,147,146,0,295,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4ba29d21-6285-40c3-ac33-8e52c8abfadf.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4bea3ffb-e201-43a3-9271-5e08a8d8b2ee.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4bf69609-bc87-4c38-bfb7-c7d4e4d55df8.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4c1b06fd-1c39-4932-8acd-573249c5d98b.json,docent-transcript-export,1,1,124,123,0,249,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4c4130a4-99ba-4dac-baa9-2b8b01449c82.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4cf70d1e-9625-4493-b2a3-e9ab9d4e4479.json,docent-transcript-export,1,1,90,89,0,181,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4e166bba-6911-4e23-9e4a-b1147adc2892.json,docent-transcript-export,1,1,64,63,0,129,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4e585cc7-74df-46f0-92c5-5b9f375b7936.json,docent-transcript-export,1,1,163,162,0,327,,,,0
data\minimax_m2_5_high_reasoning\trajectories\4ede4546-3dfc-4ff1-833f-cd94182b9acb.json,docent-transcript-export,1,1,98,97,0,197,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5009f1b4-d5e5-4fc6-98b7-e15e12c47230.json,docent-transcript-export,1,1,170,169,0,341,,,,0
data\minimax_m2_5_high_reasoning\trajectories\505bdd87-1185-4d00-8ad7-8f0ce2fdd9b7.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\minimax_m2_5_high_reasoning\trajectories\50d3e089-1008-4ef2-bcca-b9308df3b6f3.json,docent-transcript-export,1,1,18,17,0,37,,,,0
data\minimax_m2_5_high_reasoning\trajectories\50f5edc8-0b58-40b7-8dd0-837a7e32a38a.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\minimax_m2_5_high_reasoning\trajectories\511b9b83-1271-48fb-a1ab-0983627492c3.json,docent-transcript-export,1,1,49,48,0,99,,,,0
data\minimax_m2_5_high_reasoning\trajectories\511faad4-1485-487b-a8f6-1128b677f870.json,docent-transcript-export,1,1,42,41,0,85,,,,0
data\minimax_m2_5_high_reasoning\trajectories\516b2ecf-b4b1-4099-a2cb-5168e7f5588e.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5338562b-d3ca-4a41-8538-25ad7e829ae7.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\minimax_m2_5_high_reasoning\trajectories\535cb712-ec67-4b6e-a622-beb9d88e113b.json,docent-transcript-export,1,1,37,36,0,75,,,,0
data\minimax_m2_5_high_reasoning\trajectories\53f98c11-36ae-4f75-9d7d-bd7795de9c83.json,docent-transcript-export,1,1,104,103,0,209,,,,0
data\minimax_m2_5_high_reasoning\trajectories\544c485d-915b-4a6e-92e5-3f25f7008a6a.json,docent-transcript-export,1,1,37,36,0,75,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5472c582-9ec2-4d82-b294-64977c1e1741.json,docent-transcript-export,1,1,85,84,0,171,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5527cdef-2814-48e8-8e0a-8741f8c3a1dc.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5659bab9-d95a-4b1e-86c2-e25934cb168f.json,docent-transcript-export,1,1,73,72,0,147,,,,0
data\minimax_m2_5_high_reasoning\trajectories\56b00a8a-44e9-403d-8cc6-326117e3df2b.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\57aa4b24-9176-418e-bb65-d2bf4e5269ab.json,docent-transcript-export,1,1,65,64,0,131,,,,0
data\minimax_m2_5_high_reasoning\trajectories\59349966-7545-4dd5-91be-31bfccb3c524.json,docent-transcript-export,1,1,80,79,0,161,,,,0
data\minimax_m2_5_high_reasoning\trajectories\59eb983d-5f26-40d1-bdd3-08bef871bb86.json,docent-transcript-export,1,1,101,100,0,203,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5a53c879-7969-4b9e-9b4a-395028dc3fc0.json,docent-transcript-export,1,1,101,100,0,203,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5a66db6f-a1a3-476e-9921-7dd123ba043e.json,docent-transcript-export,1,1,67,66,0,135,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5c17ae70-c6af-432b-8f44-ed480cc81c54.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5c5b8c64-ec6b-4736-8d28-441e5059dc67.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5c824be6-061f-4c66-afc2-b229a8324dfb.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5d0e37fc-df16-4b15-bb4f-b7121015e538.json,docent-transcript-export,1,1,73,72,0,147,,,,0
data\minimax_m2_5_high_reasoning\trajectories\5ded24f4-11c5-4909-8ce6-7b8f9ab1cbce.json,docent-transcript-export,1,1,120,119,0,241,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6019914f-de5d-42b9-9e76-51bbc406481e.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6053f9f4-05d9-47b8-921d-a6ed11e75b01.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6078ceb3-8972-49bf-b023-2b7bb1022a2c.json,docent-transcript-export,1,1,23,22,0,47,,,,0
data\minimax_m2_5_high_reasoning\trajectories\60fed073-c850-4da2-aab7-20ee051e5020.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\62e9f310-2085-48f8-a74d-113006eb4a3c.json,docent-transcript-export,1,1,147,146,0,295,,,,0
data\minimax_m2_5_high_reasoning\trajectories\63e2198d-e748-4318-8e3e-757ceb407957.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\minimax_m2_5_high_reasoning\trajectories\647f04cb-bc6e-42c7-ab53-2728834bc078.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6485bcb5-a464-40ba-9519-409fc3455258.json,docent-transcript-export,1,1,58,57,0,117,,,,0
data\minimax_m2_5_high_reasoning\trajectories\64b911ec-d1b6-4c8a-9302-215446204d0b.json,docent-transcript-export,1,2,47,46,0,96,,,,0
data\minimax_m2_5_high_reasoning\trajectories\653e6c68-178a-47d6-9fe9-ba5d37a30ec2.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\minimax_m2_5_high_reasoning\trajectories\65a45ace-46ee-45df-9d47-eb2457071dbf.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\minimax_m2_5_high_reasoning\trajectories\65d19f60-84a1-4c23-a4de-b96e2867e273.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\minimax_m2_5_high_reasoning\trajectories\66968c55-77c5-4689-8ca2-560dd8d39635.json,docent-transcript-export,1,1,108,107,0,217,,,,0
data\minimax_m2_5_high_reasoning\trajectories\66d02f15-668e-4ef7-b688-e50a45038297.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\minimax_m2_5_high_reasoning\trajectories\66fc2f06-7b83-414b-a0ba-4051fd45be30.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6749de35-e5e7-488c-9933-ce8a81da4f8c.json,docent-transcript-export,1,1,127,126,0,255,,,,0
data\minimax_m2_5_high_reasoning\trajectories\68017866-90cf-4131-8bcd-2d9678dca525.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\minimax_m2_5_high_reasoning\trajectories\681b5406-86db-4c37-990b-e700cc2c1498.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\694be7c0-fbb2-4e76-a235-7307599b3bf0.json,docent-transcript-export,1,1,66,65,0,133,,,,0
data\minimax_m2_5_high_reasoning\trajectories\699944bb-1533-4b57-90ac-421a9979464b.json,docent-transcript-export,1,1,61,60,0,123,,,,0
data\minimax_m2_5_high_reasoning\trajectories\69a3b42a-7a24-42eb-bf80-0d4c5d146b9c.json,docent-transcript-export,1,1,58,57,0,117,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6a05b510-f220-413d-8095-ca67550e49e6.json,docent-transcript-export,1,1,23,22,0,47,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6b2f6bf7-c022-4a2e-a758-010c70a0e8aa.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6b65ccb9-aa21-4948-ae70-791c869257d5.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6bca9220-d0ae-4f6d-8af9-6565a1970fab.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6c63e23e-db9d-49cc-8333-ec67e282fd24.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6d168cac-688e-48b9-b377-d9b6241e812b.json,docent-transcript-export,1,1,87,86,0,175,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6d306b8c-7795-40ac-8bd7-d4fa5e25a095.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6f3ca057-dda8-4632-9d1c-316c2cc2ec66.json,docent-transcript-export,1,1,76,75,0,153,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6f6292ba-18f6-4def-9d13-586f572ae038.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6f6cf26c-84db-4c37-9598-fd9fdf812716.json,docent-transcript-export,1,1,55,54,0,111,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6fa226bf-6053-4fec-8e62-cb39a547a6aa.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\6fc65630-4247-4724-a358-6af6af973950.json,docent-transcript-export,1,1,97,96,0,195,,,,0
data\minimax_m2_5_high_reasoning\trajectories\700a7531-c50d-48b8-9170-31c891b7d893.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\minimax_m2_5_high_reasoning\trajectories\706d82ae-bdbe-4658-962b-e4e515673351.json,docent-transcript-export,1,1,84,83,0,169,,,,0
data\minimax_m2_5_high_reasoning\trajectories\707adee2-3705-47e6-b345-120e93b3ad91.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\minimax_m2_5_high_reasoning\trajectories\70eb51d4-3cc5-43c3-9054-b94cf52b145a.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\minimax_m2_5_high_reasoning\trajectories\72c403fd-6a4e-491e-8479-8e015307bc17.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7364421a-af4f-4ff7-aef7-e0dd1095ec21.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\minimax_m2_5_high_reasoning\trajectories\742a432e-e74c-405d-b7ab-15a2cdcbeb3b.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\74937142-2c8f-428e-b3cd-63a94fe37399.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\minimax_m2_5_high_reasoning\trajectories\74edcc3d-ef28-4b4e-a143-5717d4e408db.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\minimax_m2_5_high_reasoning\trajectories\75e1565a-4db9-49dd-96ac-72c2b41a5769.json,docent-transcript-export,1,1,84,83,0,169,,,,0
data\minimax_m2_5_high_reasoning\trajectories\75f61c32-f5d2-4ae8-ab87-23596ce25c12.json,docent-transcript-export,1,1,47,46,0,95,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7601bc05-044a-46a7-b8f3-11a9a5d387da.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\76a3b205-cd09-46f3-8a56-26185caf50f3.json,docent-transcript-export,1,1,58,57,0,117,,,,0
data\minimax_m2_5_high_reasoning\trajectories\77456b51-35e4-438b-a760-920b2278e03c.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\minimax_m2_5_high_reasoning\trajectories\774f512d-ea66-4f87-92a1-d835131d192e.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\minimax_m2_5_high_reasoning\trajectories\77ada672-c969-45bb-8cf7-9cd8e7c92a31.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\minimax_m2_5_high_reasoning\trajectories\77e2006e-3eff-4423-b485-3a977d75f801.json,docent-transcript-export,1,1,144,143,0,289,,,,0
data\minimax_m2_5_high_reasoning\trajectories\77ffaac1-3ecf-41a8-9f04-ff074f7cc85b.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\minimax_m2_5_high_reasoning\trajectories\78921ec9-ba38-48f6-bdaf-80b1c4dd1ab1.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\minimax_m2_5_high_reasoning\trajectories\791dbc7b-cdd4-49fb-9dde-70a622eed00d.json,docent-transcript-export,1,1,59,58,0,119,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7924a10e-47c1-4430-a384-81e4679ab07b.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\minimax_m2_5_high_reasoning\trajectories\79529b9f-b617-4c6f-9166-c5138da124ba.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\minimax_m2_5_high_reasoning\trajectories\798f34c4-b042-4814-b8d1-7eebcfe18687.json,docent-transcript-export,1,1,59,58,0,119,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7a024f82-1d72-4d74-9b5e-2ba9f6482cda.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7a31e4c4-b296-4960-8b30-f31a7ecfde52.json,docent-transcript-export,1,1,87,86,0,175,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7a33f3d7-dbe9-463c-a63d-bc25a184070d.json,docent-transcript-export,1,1,55,54,0,111,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7a3777c1-6cc2-424f-b863-5e4114f07a4f.json,docent-transcript-export,1,1,36,35,0,73,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7a75428a-4f72-4ba5-ab15-56ab6c12b5fe.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7ac6690d-c19c-4acc-8642-60b69426760e.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7b13d506-bf6c-45fa-ae3d-9232e66c194f.json,docent-transcript-export,1,1,75,74,0,151,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7b34d8f2-c5de-44fe-b094-c25691725379.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7bc92cdd-3a24-4713-aea7-651d53ea2bb1.json,docent-transcript-export,1,1,37,36,0,75,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7cd912ee-d1c6-4508-b7d3-de55fac9b0e3.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7d5c88ff-b0a9-45ee-9070-228ae63af5ea.json,docent-transcript-export,1,1,117,116,0,235,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7ef34ad0-de96-41c9-bb3c-e3cbb356d0fb.json,docent-transcript-export,1,1,79,78,0,159,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7f30017f-8788-4746-97ab-0feb327c82cd.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7f924fe3-d798-4778-8410-85843c40a524.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\minimax_m2_5_high_reasoning\trajectories\7fc46c63-40ea-478c-896f-67e78df26d1d.json,docent-transcript-export,1,1,18,17,0,37,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8142fd3f-47c2-44fa-ab67-b4e75737eef9.json,docent-transcript-export,1,1,120,119,0,241,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8288328d-5517-4d3f-b32f-66c24a84a51c.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\minimax_m2_5_high_reasoning\trajectories\828b83a2-e5b7-4f6b-916d-02ffdefc2023.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\minimax_m2_5_high_reasoning\trajectories\82c6b850-59f0-4a52-99ae-39fee2124443.json,docent-transcript-export,1,1,39,38,0,79,,,,0
data\minimax_m2_5_high_reasoning\trajectories\82e0222d-8836-46be-8d1f-4819ddad1f4c.json,docent-transcript-export,1,1,85,84,0,171,,,,0
data\minimax_m2_5_high_reasoning\trajectories\82f3f6c6-e8e1-460d-9078-c611ea936edc.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\minimax_m2_5_high_reasoning\trajectories\831f8011-49f4-4d17-b466-b522eac88e06.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8398b79a-c1d1-4f6e-b34b-3c038aa579cf.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\845a4a80-e73d-4cb4-8670-c0a22fabb9e1.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\minimax_m2_5_high_reasoning\trajectories\84c61a3b-11c8-46ea-bc04-409790812d9b.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8597d042-825f-4bf6-afcb-c651c8c2880e.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\85e2e9fd-893a-4d27-80c0-aa3907e689da.json,docent-transcript-export,1,2,209,208,0,420,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8674481b-f852-46e3-9890-d403da5c5941.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\minimax_m2_5_high_reasoning\trajectories\87cb3fad-e28b-4ef1-8b1c-8845d89b19ea.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8a0d93f0-4c43-4ed4-bf2b-9cae83b51b0d.json,docent-transcript-export,1,1,147,146,0,295,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8a2accfd-ed4b-47ce-a38d-d14ba07764b0.json,docent-transcript-export,1,1,174,173,0,349,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8a842301-2a6c-43ec-b3dc-101e5553bcdb.json,docent-transcript-export,1,1,86,85,0,173,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8ab3e08b-4f4e-4597-8b54-35aa8efce74d.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8b1ef7ab-8d9b-43ee-a493-0b861aeaf7aa.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8b33f608-fdd5-4b30-9272-31c34fb8d466.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8b780116-e363-4eb0-a578-ba9ba7ea7f27.json,docent-transcript-export,1,1,116,115,0,233,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8d9d9a46-ee3b-4a7c-8b09-7fa731ba87fc.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8dbf4b04-965b-481e-bfb8-de3fe114a63a.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8de5b52f-d4f9-4739-b2e9-9038d1108990.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8e0edd2a-8761-4b91-8998-f1dac292a723.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\minimax_m2_5_high_reasoning\trajectories\8e1d3764-ac34-412a-8def-519670412fd8.json,docent-transcript-export,1,1,45,44,0,91,,,,0
